family,genus,species,taxonomic.rank,taxon,LME,FAO,habitat,reference.habitat,feeding.mode,reference.feeding.mode,tl,level.tl,reference.tl,body.shape,fin.shape,AR,level.AR,reference.AR,offspring.size,level.offspring.size,reference.offspring.size,spawning.type,reference.spawning.type,age.maturity,level.age.maturity,reference.age.maturity,fecundity,level.fecundity,reference.fecundity,length.infinity,growth.coefficient,level.growth,reference.growth,length.max,level.length.max,reference.length.max,age.max,level.age.max,reference.age.max
Pleuronectidae,Glyptocephalus,zachirus,S,Glyptocephalus zachirus,3,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.25,spe,FroesePauly2018,flat,rounded,1.10,gen,FroesePauly2018,1.53,gen,FroesePauly2018,non-guarder,FroesePauly2018,6.0,spe-ocean,FroesePauly2019,622929,fam-LME,FroesePauly2018,47,0.18,gen-ocean,FroesePauly2018,60,spe,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Glyptocephalus,zachirus,S,Glyptocephalus zachirus,3,77,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.25,spe,FroesePauly2018,flat,rounded,1.10,gen,FroesePauly2018,1.53,gen,FroesePauly2018,non-guarder,FroesePauly2018,6.0,spe-ocean,FroesePauly2019,705344,fam-LME,FroesePauly2018,47,0.18,gen-ocean,FroesePauly2018,60,spe,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Glyptocephalus,zachirus,S,Glyptocephalus zachirus,53,61,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.25,spe,FroesePauly2018,flat,rounded,1.10,gen,FroesePauly2018,1.53,gen,FroesePauly2018,non-guarder,FroesePauly2018,6.0,spe-ocean,FroesePauly2019,751167,fam-LME,FroesePauly2018,56,0.14,gen-FAO,FroesePauly2018,60,spe,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Glyptocephalus,zachirus,S,Glyptocephalus zachirus,65,61,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.25,spe,FroesePauly2018,flat,rounded,1.10,gen,FroesePauly2018,1.53,gen,FroesePauly2018,non-guarder,FroesePauly2018,6.0,spe-ocean,FroesePauly2019,622929,fam-LME,FroesePauly2018,56,0.14,gen-FAO,FroesePauly2018,60,spe,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Glyptocephalus,zachirus,S,Glyptocephalus zachirus,65,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.25,spe,FroesePauly2018,flat,rounded,1.10,gen,FroesePauly2018,1.53,gen,FroesePauly2018,non-guarder,FroesePauly2018,6.0,spe-ocean,FroesePauly2019,705344,fam-LME,FroesePauly2018,47,0.18,gen-ocean,FroesePauly2018,60,spe,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,elassodon,S,Hippoglossoides elassodon,1,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.67,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,3.25,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.3,spe,FroesePauly2019,336000,spe-ocean,FroesePauly2018,69,0.10,gen-FAO,FroesePauly2018,52,spe-FAO,FroesePauly2018,27.0,spe-FAO,FroesePauly2018
Pleuronectidae,Hippoglossoides,elassodon,S,Hippoglossoides elassodon,1,61,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.67,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,3.25,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.3,spe,FroesePauly2019,336000,spe-ocean,FroesePauly2018,65,0.13,gen-FAO,FroesePauly2018,48,spe-FAO,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,elassodon,S,Hippoglossoides elassodon,1,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.67,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,3.25,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.3,spe,FroesePauly2019,336000,spe-ocean,FroesePauly2018,58,0.10,gen-ocean,FroesePauly2018,52,spe-FAO,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,elassodon,S,Hippoglossoides elassodon,2,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.67,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,3.25,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.3,spe,FroesePauly2019,336000,spe-ocean,FroesePauly2018,69,0.10,gen-FAO,FroesePauly2018,52,spe-FAO,FroesePauly2018,27.0,spe-FAO,FroesePauly2018
Pleuronectidae,Hippoglossoides,elassodon,S,Hippoglossoides elassodon,2,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.67,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,3.25,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.3,spe,FroesePauly2019,336000,spe-ocean,FroesePauly2018,58,0.10,gen-ocean,FroesePauly2018,52,spe-FAO,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,elassodon,S,Hippoglossoides elassodon,3,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.67,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,3.25,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.3,spe,FroesePauly2019,336000,spe-ocean,FroesePauly2018,58,0.10,gen-ocean,FroesePauly2018,52,spe-LME,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,elassodon,S,Hippoglossoides elassodon,3,77,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.67,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,3.25,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.3,spe,FroesePauly2019,336000,spe-ocean,FroesePauly2018,58,0.10,gen-ocean,FroesePauly2018,52,spe-LME,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,elassodon,S,Hippoglossoides elassodon,53,61,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.67,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,3.25,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.3,spe,FroesePauly2019,336000,spe-ocean,FroesePauly2018,65,0.13,gen-FAO,FroesePauly2018,48,spe-LME,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,elassodon,S,Hippoglossoides elassodon,54,61,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.67,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,3.25,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.3,spe,FroesePauly2019,336000,spe-ocean,FroesePauly2018,65,0.13,gen-FAO,FroesePauly2018,48,spe-LME,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,elassodon,S,Hippoglossoides elassodon,54,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.67,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,3.25,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.3,spe,FroesePauly2019,336000,spe-ocean,FroesePauly2018,58,0.10,gen-ocean,FroesePauly2018,48,spe-LME,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,elassodon,S,Hippoglossoides elassodon,65,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.67,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,3.25,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.3,spe,FroesePauly2019,336000,spe-ocean,FroesePauly2018,25,0.34,gen-FAO,FroesePauly2018,48,spe-FAO,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,elassodon,S,Hippoglossoides elassodon,65,61,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.67,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,3.25,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.3,spe,FroesePauly2019,336000,spe-ocean,FroesePauly2018,65,0.13,gen-FAO,FroesePauly2018,48,spe-FAO,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,elassodon,S,Hippoglossoides elassodon,65,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.67,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,3.25,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.3,spe,FroesePauly2019,336000,spe-ocean,FroesePauly2018,58,0.10,gen-ocean,FroesePauly2018,52,spe-FAO,FroesePauly2018,27.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,platessoides,S,Hippoglossoides platessoides,5,31,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.08,spe,FroesePauly2018,flat,rounded,1.26,spe,FroesePauly2018,2.01,spe,FroesePauly2018,non-guarder,FroesePauly2018,7.6,spe-ocean,FroesePauly2019,762611,spe-ocean,FroesePauly2018,66,0.10,spe-ocean,FroesePauly2018,83,spe,FroesePauly2018,30.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,platessoides,S,Hippoglossoides platessoides,7,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.08,spe,FroesePauly2018,flat,rounded,1.26,spe,FroesePauly2018,2.01,spe,FroesePauly2018,non-guarder,FroesePauly2018,7.6,spe-ocean,FroesePauly2019,762611,spe-ocean,FroesePauly2018,69,0.10,spe-FAO,FroesePauly2018,83,spe,FroesePauly2018,30.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,platessoides,S,Hippoglossoides platessoides,8,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.08,spe,FroesePauly2018,flat,rounded,1.26,spe,FroesePauly2018,2.01,spe,FroesePauly2018,non-guarder,FroesePauly2018,7.6,spe-ocean,FroesePauly2019,762611,spe-ocean,FroesePauly2018,69,0.10,spe-FAO,FroesePauly2018,83,spe,FroesePauly2018,30.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,platessoides,S,Hippoglossoides platessoides,9,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.08,spe,FroesePauly2018,flat,rounded,1.26,spe,FroesePauly2018,2.01,spe,FroesePauly2018,non-guarder,FroesePauly2018,7.6,spe-ocean,FroesePauly2019,762611,spe-ocean,FroesePauly2018,69,0.10,spe-LME,FroesePauly2018,83,spe,FroesePauly2018,30.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,platessoides,S,Hippoglossoides platessoides,18,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.08,spe,FroesePauly2018,flat,rounded,1.26,spe,FroesePauly2018,2.01,spe,FroesePauly2018,non-guarder,FroesePauly2018,7.6,spe-ocean,FroesePauly2019,762611,spe-ocean,FroesePauly2018,69,0.10,spe-FAO,FroesePauly2018,83,spe,FroesePauly2018,30.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,platessoides,S,Hippoglossoides platessoides,19,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.08,spe,FroesePauly2018,flat,rounded,1.26,spe,FroesePauly2018,2.01,spe,FroesePauly2018,non-guarder,FroesePauly2018,7.6,spe-ocean,FroesePauly2019,762611,spe-ocean,FroesePauly2018,69,0.10,spe-FAO,FroesePauly2018,83,spe,FroesePauly2018,30.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,platessoides,S,Hippoglossoides platessoides,19,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.08,spe,FroesePauly2018,flat,rounded,1.26,spe,FroesePauly2018,2.01,spe,FroesePauly2018,non-guarder,FroesePauly2018,7.6,spe-ocean,FroesePauly2019,762611,spe-ocean,FroesePauly2018,25,0.34,spe-FAO,FroesePauly2018,83,spe,FroesePauly2018,30.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,platessoides,S,Hippoglossoides platessoides,20,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.08,spe,FroesePauly2018,flat,rounded,1.26,spe,FroesePauly2018,2.44,spe,Wiedmann2014,non-guarder,FroesePauly2018,7.6,spe-ocean,FroesePauly2019,3800000,spe,Wiedmann2014,25,0.34,spe-FAO,FroesePauly2018,54,spe-LME,Wiedmann2014,19.0,spe,Wiedmann2014
Pleuronectidae,Hippoglossoides,platessoides,S,Hippoglossoides platessoides,21,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.08,spe,FroesePauly2018,flat,rounded,1.26,spe,FroesePauly2018,2.01,spe,FroesePauly2018,non-guarder,FroesePauly2018,7.6,spe-ocean,FroesePauly2019,762611,spe-ocean,FroesePauly2018,25,0.34,spe-FAO,FroesePauly2018,83,spe,FroesePauly2018,30.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,platessoides,S,Hippoglossoides platessoides,22,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.08,spe,FroesePauly2018,flat,rounded,1.26,spe,FroesePauly2018,2.01,spe,FroesePauly2018,non-guarder,FroesePauly2018,7.6,spe-ocean,FroesePauly2019,762611,spe-ocean,FroesePauly2018,25,0.34,spe-LME,FroesePauly2018,83,spe,FroesePauly2018,30.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,platessoides,S,Hippoglossoides platessoides,23,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.08,spe,FroesePauly2018,flat,rounded,1.26,spe,FroesePauly2018,2.01,spe,FroesePauly2018,non-guarder,FroesePauly2018,7.6,spe-ocean,FroesePauly2019,762611,spe-ocean,FroesePauly2018,25,0.34,spe-FAO,FroesePauly2018,83,spe,FroesePauly2018,30.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,platessoides,S,Hippoglossoides platessoides,24,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.08,spe,FroesePauly2018,flat,rounded,1.26,spe,FroesePauly2018,2.01,spe,FroesePauly2018,non-guarder,FroesePauly2018,7.6,spe-ocean,FroesePauly2019,762611,spe-ocean,FroesePauly2018,25,0.34,spe-FAO,FroesePauly2018,83,spe,FroesePauly2018,30.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,platessoides,S,Hippoglossoides platessoides,59,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.08,spe,FroesePauly2018,flat,rounded,1.26,spe,FroesePauly2018,2.01,spe,FroesePauly2018,non-guarder,FroesePauly2018,7.6,spe-ocean,FroesePauly2019,762611,spe-ocean,FroesePauly2018,25,0.34,spe-FAO,FroesePauly2018,83,spe,FroesePauly2018,30.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,platessoides,S,Hippoglossoides platessoides,60,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.08,spe,FroesePauly2018,flat,rounded,1.26,spe,FroesePauly2018,2.01,spe,FroesePauly2018,non-guarder,FroesePauly2018,7.6,spe-ocean,FroesePauly2019,762611,spe-ocean,FroesePauly2018,25,0.34,spe-FAO,FroesePauly2018,83,spe,FroesePauly2018,30.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossoides,robustus,S,Hippoglossoides robustus,1,61,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.65,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,2.01,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.6,gen-ocean,FroesePauly2019,620408,gen-ocean,FroesePauly2018,30,0.22,spe-ocean,FroesePauly2018,32,spe-LME,FroesePauly2018,11.0,spe-LME,FroesePauly2018
Pleuronectidae,Hippoglossoides,robustus,S,Hippoglossoides robustus,1,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.65,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,2.01,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.6,gen-ocean,FroesePauly2019,620408,gen-ocean,FroesePauly2018,30,0.22,spe-ocean,FroesePauly2018,32,spe-LME,FroesePauly2018,11.0,spe-LME,FroesePauly2018
Pleuronectidae,Hippoglossoides,robustus,S,Hippoglossoides robustus,54,61,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.65,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,2.01,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.6,gen-ocean,FroesePauly2019,620408,gen-ocean,FroesePauly2018,30,0.22,spe-ocean,FroesePauly2018,32,spe-LME,FroesePauly2018,11.0,spe-LME,FroesePauly2018
Pleuronectidae,Hippoglossoides,robustus,S,Hippoglossoides robustus,54,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.65,spe,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,2.01,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.6,gen-ocean,FroesePauly2019,620408,gen-ocean,FroesePauly2018,30,0.22,spe-ocean,FroesePauly2018,32,spe-LME,FroesePauly2018,11.0,spe-LME,FroesePauly2018
Pleuronectidae,Hippoglossoides,,G,Hippoglossoides,1,61,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from genus,3.76,genus,FroesePauly2018,flat,rounded,1.43,gen,FroesePauly2018,2.01,gen,FroesePauly2018,non-guarder,inferred from genus,7.6,gen-ocean,FroesePauly2019,620408,gen-ocean,FroesePauly2018,65,0.13,gen-FAO,FroesePauly2018,29,gen-LME,FroesePauly2018,22.7,gen,FroesePauly2018
Pleuronectidae,Hippoglossus,hippoglossus,S,Hippoglossus hippoglossus,7,21,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.00,spe,FroesePauly2018,flat,truncate,2.11,spe,FroesePauly2018,3.40,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.9,spe-ocean,FroesePauly2019,2400000,spe-ocean,FroesePauly2018,210,0.03,spe-FAO,FroesePauly2018,470,spe,FroesePauly2018,30.0,spe-ocean,FroesePauly2018
Pleuronectidae,Hippoglossus,hippoglossus,S,Hippoglossus hippoglossus,8,21,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.00,spe,FroesePauly2018,flat,truncate,2.11,spe,FroesePauly2018,3.40,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.9,spe-ocean,FroesePauly2019,2400000,spe-ocean,FroesePauly2018,210,0.03,spe-FAO,FroesePauly2018,470,spe,FroesePauly2018,30.0,spe-ocean,FroesePauly2018
Pleuronectidae,Hippoglossus,hippoglossus,S,Hippoglossus hippoglossus,9,21,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.00,spe,FroesePauly2018,flat,truncate,2.11,spe,FroesePauly2018,3.40,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.9,spe-ocean,FroesePauly2019,2400000,spe-ocean,FroesePauly2018,210,0.03,spe-FAO,FroesePauly2018,470,spe,FroesePauly2018,30.0,spe-ocean,FroesePauly2018
Pleuronectidae,Hippoglossus,hippoglossus,S,Hippoglossus hippoglossus,18,21,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.00,spe,FroesePauly2018,flat,truncate,2.11,spe,FroesePauly2018,3.40,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.9,spe-ocean,FroesePauly2019,2400000,spe-ocean,FroesePauly2018,210,0.03,spe-FAO,FroesePauly2018,470,spe,FroesePauly2018,30.0,spe-ocean,FroesePauly2018
Pleuronectidae,Hippoglossus,hippoglossus,S,Hippoglossus hippoglossus,19,21,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.00,spe,FroesePauly2018,flat,truncate,2.11,spe,FroesePauly2018,3.40,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.9,spe-ocean,FroesePauly2019,2400000,spe-LME,FroesePauly2018,210,0.03,spe-FAO,FroesePauly2018,470,spe,FroesePauly2018,30.0,spe-ocean,FroesePauly2018
Pleuronectidae,Hippoglossus,hippoglossus,S,Hippoglossus hippoglossus,19,27,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.00,spe,FroesePauly2018,flat,truncate,2.11,spe,FroesePauly2018,3.40,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.9,spe-ocean,FroesePauly2019,2400000,spe-LME,FroesePauly2018,232,0.04,spe-FAO,FroesePauly2018,470,spe,FroesePauly2018,30.0,spe-ocean,FroesePauly2018
Pleuronectidae,Hippoglossus,hippoglossus,S,Hippoglossus hippoglossus,20,27,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.00,spe,FroesePauly2018,flat,truncate,2.11,spe,FroesePauly2018,3.40,spe,FroesePauly2018,non-guarder,FroesePauly2018,12.0,spe-LME,Wiedmann2015,3750000,spe,Wiedmann2014,232,0.04,spe-FAO,FroesePauly2018,220,spe-LME,Wiedmann2014,50.0,spe,Wiedmann2014
Pleuronectidae,Hippoglossus,hippoglossus,S,Hippoglossus hippoglossus,21,27,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.00,spe,FroesePauly2018,flat,truncate,2.11,spe,FroesePauly2018,3.40,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.9,spe-ocean,FroesePauly2019,2400000,spe-LME,FroesePauly2018,232,0.04,spe-FAO,FroesePauly2018,470,spe,FroesePauly2018,30.0,spe-ocean,FroesePauly2018
Pleuronectidae,Hippoglossus,hippoglossus,S,Hippoglossus hippoglossus,22,27,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.00,spe,FroesePauly2018,flat,truncate,2.11,spe,FroesePauly2018,3.40,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.9,spe-ocean,FroesePauly2019,2400000,spe-LME,FroesePauly2018,242,0.07,spe-LME,FroesePauly2018,470,spe,FroesePauly2018,30.0,spe-ocean,FroesePauly2018
Pleuronectidae,Hippoglossus,hippoglossus,S,Hippoglossus hippoglossus,24,27,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.00,spe,FroesePauly2018,flat,truncate,2.11,spe,FroesePauly2018,3.40,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.9,spe-ocean,FroesePauly2019,2400000,spe-LME,FroesePauly2018,232,0.04,spe-FAO,FroesePauly2018,470,spe,FroesePauly2018,30.0,spe-ocean,FroesePauly2018
Pleuronectidae,Hippoglossus,hippoglossus,S,Hippoglossus hippoglossus,59,27,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.00,spe,FroesePauly2018,flat,truncate,2.11,spe,FroesePauly2018,3.40,spe,FroesePauly2018,non-guarder,FroesePauly2018,5.9,spe-ocean,FroesePauly2019,2400000,spe-LME,FroesePauly2018,232,0.04,spe-FAO,FroesePauly2018,470,spe,FroesePauly2018,30.0,spe-ocean,FroesePauly2018
Pleuronectidae,Hippoglossus,stenolepis,S,Hippoglossus stenolepis,1,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.14,spe,FroesePauly2018,flat,truncate,2.43,spe,FroesePauly2018,3.40,gen,FroesePauly2018,non-guarder,FroesePauly2018,13.0,spe-ocean,FroesePauly2019,2400000,gen-ocean,FroesePauly2018,189,0.06,spe-ocean,FroesePauly2018,215,spe-FAO,FroesePauly2018,55.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossus,stenolepis,S,Hippoglossus stenolepis,1,61,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.14,spe,FroesePauly2018,flat,truncate,2.43,spe,FroesePauly2018,3.40,gen,FroesePauly2018,non-guarder,FroesePauly2018,13.0,spe-ocean,FroesePauly2019,2400000,gen-ocean,FroesePauly2018,215,0.05,spe-FAO,FroesePauly2018,239,spe-FAO,FroesePauly2018,55.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossus,stenolepis,S,Hippoglossus stenolepis,1,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.14,spe,FroesePauly2018,flat,truncate,2.43,spe,FroesePauly2018,3.40,gen,FroesePauly2018,non-guarder,FroesePauly2018,13.0,spe-ocean,FroesePauly2019,2400000,gen-ocean,FroesePauly2018,174,0.07,spe-FAO,FroesePauly2018,215,spe-FAO,FroesePauly2018,55.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossus,stenolepis,S,Hippoglossus stenolepis,2,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.14,spe,FroesePauly2018,flat,truncate,2.43,spe,FroesePauly2018,3.40,gen,FroesePauly2018,non-guarder,FroesePauly2018,13.0,spe-ocean,FroesePauly2019,2400000,gen-ocean,FroesePauly2018,189,0.06,spe-ocean,FroesePauly2018,215,spe-FAO,FroesePauly2018,55.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossus,stenolepis,S,Hippoglossus stenolepis,2,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.14,spe,FroesePauly2018,flat,truncate,2.43,spe,FroesePauly2018,3.40,gen,FroesePauly2018,non-guarder,FroesePauly2018,13.0,spe-ocean,FroesePauly2019,2400000,gen-ocean,FroesePauly2018,174,0.07,spe-FAO,FroesePauly2018,215,spe-FAO,FroesePauly2018,55.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossus,stenolepis,S,Hippoglossus stenolepis,3,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.14,spe,FroesePauly2018,flat,truncate,2.43,spe,FroesePauly2018,3.40,gen,FroesePauly2018,non-guarder,FroesePauly2018,13.0,spe-ocean,FroesePauly2019,2400000,gen-ocean,FroesePauly2018,132,0.10,spe-LME,FroesePauly2018,215,spe-LME,FroesePauly2018,55.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossus,stenolepis,S,Hippoglossus stenolepis,3,77,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.14,spe,FroesePauly2018,flat,truncate,2.43,spe,FroesePauly2018,3.40,gen,FroesePauly2018,non-guarder,FroesePauly2018,13.0,spe-ocean,FroesePauly2019,2400000,gen-ocean,FroesePauly2018,132,0.10,spe-LME,FroesePauly2018,215,spe-LME,FroesePauly2018,55.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossus,stenolepis,S,Hippoglossus stenolepis,53,61,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.14,spe,FroesePauly2018,flat,truncate,2.43,spe,FroesePauly2018,3.40,gen,FroesePauly2018,non-guarder,FroesePauly2018,13.0,spe-ocean,FroesePauly2019,2400000,gen-ocean,FroesePauly2018,215,0.05,spe-FAO,FroesePauly2018,239,spe-LME,FroesePauly2018,55.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossus,stenolepis,S,Hippoglossus stenolepis,54,61,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.14,spe,FroesePauly2018,flat,truncate,2.43,spe,FroesePauly2018,3.40,gen,FroesePauly2018,non-guarder,FroesePauly2018,13.0,spe-ocean,FroesePauly2019,2400000,gen-LME,FroesePauly2018,215,0.05,spe-FAO,FroesePauly2018,239,spe-LME,FroesePauly2018,55.0,spe,FroesePauly2018
